value,label,result,message
FP,spam,ham,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O �250 3 WANT �800
TN,ham,ham,Yeah it's jus rite...
TN,ham,ham,Armand says get your ass over to epsilon
TN,ham,ham,U still havent got urself a jacket ah?
TN,ham,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
TN,ham,ham,Hi its in durban are you still on this number
TN,ham,ham,Ic. There are a lotta childporn cars then.
TP,spam,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
TN,ham,ham,"No, I was trying it all weekend ;V"
TN,ham,ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
TN,ham,ham,"Cool, what time you think you can get here?"
TN,ham,ham,Wen did you get so spiritual and deep. That's great
TN,ham,ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
TN,ham,ham,Hahaha..use your brain dear
TN,ham,ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
TN,ham,ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
TN,ham,ham,Yes i have. So that's why u texted. Pshew...missing you so much
TN,ham,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
TN,ham,ham,"Sorry, I'll call later"
TN,ham,ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
TN,ham,ham,Anything lor. Juz both of us lor.
TN,ham,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
TN,ham,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
TN,ham,ham,Ard 6 like dat lor.
TN,ham,ham,Why don't you wait 'til at least wednesday to see if you get your .
TN,ham,ham,Huh y lei...
TP,spam,spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
TP,spam,spam,"This is the 2nd time we have tried 2 contact u. U have won the �750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
TN,ham,ham,Will �_ b going to esplanade fr home?
TN,ham,ham,"Pity, * was in mood for that. So...any other suggestions?"
TN,ham,ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
TN,ham,ham,Rofl. Its true to its name
